CustomerID,Age,Gender,City,AnnualIncome,MembershipTier,PreferredChannel,TenureMonths,RecencyDays,Frequency,MonetaryTotal,AvgBasketValue,Segment,PC1,PC2,SegmentName
CUST-10505,31.0,Male,Atlanta,57381.19,Gold,Mobile App,37,14,26,5841.17,163.06,2,2.250250504787659,-1.0450785114797563,High-Value Loyalists
CUST-10320,36.0,Female,Seattle,30842.65,Silver,Mobile App,23,46,6,551.68,25.06,4,-1.2854996320074725,-0.27131823101618263,Budget Shoppers
CUST-10911,36.0,Male,Chicago,68422.94,Basic,Mobile App,1,32,0,219.49,45.25,0,-1.466382409108384,0.5774550653615025,New / Low-Engagement
CUST-10562,68.0,Female,Miami,97865.16,Basic,In-Store,25,73,6,3042.67,334.4,1,1.7935054403910673,2.815167782666945,Occasional Big Spenders
CUST-10233,32.0,Female,Los Angeles,30509.58,Gold,Online,12,14,22,820.37,18.32,3,-0.7567895072817463,-1.504797991802238,Young Digital Shoppers
CUST-11010,31.0,Male,Los Angeles,41324.19,Basic,Online,30,21,18,1100.26,33.41,3,-0.3006988149220765,-1.2375751927017298,Young Digital Shoppers
CUST-10602,55.0,Female,Seattle,94558.46,Basic,Online,39,82,5,619.83,514.84,1,1.2500040418362133,3.3396999886064833,Occasional Big Spenders
CUST-10716,55.0,Female,Austin,83209.13,Gold,In-Store,40,21,7,2414.37,398.78,1,2.0244088530594886,1.637623462361062,Occasional Big Spenders
CUST-10606,48.0,Female,Atlanta,130756.67,Silver,Mobile App,14,126,9,3514.02,365.31,1,1.295741077620669,3.829962112481538,Occasional Big Spenders
CUST-10418,41.0,Male,Atlanta,82647.5,Gold,Online,25,7,26,3200.61,94.09,2,1.6022805231458899,-0.8456152957700236,High-Value Loyalists
CUST-10941,30.0,Male,Austin,51229.1,Silver,In-Store,5,54,2,132.8,50.7,0,-1.8876363027811178,0.5017659122233574,New / Low-Engagement
CUST-10202,48.0,Female,Portland,43162.98,Gold,Mobile App,36,33,14,801.71,28.27,4,-0.026532036923546182,-0.6366963155130351,Budget Shoppers
CUST-10212,65.0,Female,Houston,39684.03,Basic,In-Store,18,24,21,861.63,33.31,4,0.32354945107946204,-0.6264204595161108,Budget Shoppers
CUST-10910,18.0,Female,Los Angeles,59044.95,Basic,Mobile App,2,82,3,83.94,84.77,0,-2.321233919931263,0.968097876654453,New / Low-Engagement
CUST-10849,29.0,Male,Denver,38883.3,Gold,Mobile App,3,122,3,130.29,55.51,0,-2.648833642519719,1.4178573290198406,New / Low-Engagement
CUST-10517,55.0,Female,Seattle,61077.74,Silver,Online,59,18,22,3769.14,125.41,2,2.522314461947191,-0.7598732859469767,High-Value Loyalists
CUST-10048,54.0,Male,Seattle,21057.22,Basic,Online,38,26,16,634.2,20.48,4,-0.04293620246435234,-1.06034991438887,Budget Shoppers
CUST-10864,41.0,Female,Phoenix,33677.14,Basic,In-Store,3,51,1,127.44,59.67,0,-1.8484283893347027,0.5417083157216603,New / Low-Engagement
CUST-10027,45.0,Female,Los Angeles,46822.65,Silver,Online,34,15,12,674.85,28.16,4,-0.06596320087987433,-0.8153411520965365,Budget Shoppers
CUST-10787,22.0,Male,Atlanta,27785.81,Basic,Online,4,110,0,186.12,41.51,0,-2.9737505856570015,1.0429273505901435,New / Low-Engagement
CUST-10095,34.0,Female,Miami,45076.11,Silver,Online,39,34,16,802.65,43.76,4,-0.21494231095650176,-0.9016167246163612,Budget Shoppers
CUST-11090,27.0,Male,Denver,56701.1,Basic,Mobile App,10,14,16,465.99,41.13,3,-0.874731166071195,-0.8768000704835835,Young Digital Shoppers
CUST-11097,27.0,Female,New York,47711.29,Platinum,In-Store,7,12,15,993.66,47.15,3,-0.8902475566615252,-0.9069297317434585,Young Digital Shoppers
CUST-10709,53.0,Male,Chicago,113498.26,Basic,In-Store,33,82,5,2674.93,236.83,1,1.3096052863866723,2.42429768371509,Occasional Big Spenders
CUST-11134,20.0,Male,Denver,46828.85,Gold,Online,8,16,11,1114.04,44.51,3,-1.2075654727813545,-0.8090165112346337,Young Digital Shoppers
CUST-11151,18.0,Male,Atlanta,30283.49,Basic,Online,5,21,12,1450.54,45.16,3,-1.4383758135495055,-0.9697353635120011,Young Digital Shoppers
CUST-10339,54.0,Female,New York,32797.74,Silver,In-Store,34,27,19,686.69,28.85,4,0.14591422554307207,-0.962308393795322,Budget Shoppers
CUST-10854,24.0,Female,Los Angeles,27552.69,Gold,Online,2,86,3,236.29,33.18,0,-2.6650396719981004,0.5391303336149296,New / Low-Engagement
CUST-10297,37.0,Male,Phoenix,29266.95,Gold,In-Store,10,17,16,661.54,30.56,3,-0.9390088874694034,-1.0293837123083576,Young Digital Shoppers
CUST-10136,48.0,Male,Miami,40954.74,Silver,In-Store,38,15,10,470.51,32.35,4,-0.09236640270768953,-0.7694684865548914,Budget Shoppers
CUST-10721,53.0,Female,Chicago,112507.46,Silver,Online,8,73,5,2508.18,180.45,1,0.6070677104710275,2.319098983275934,Occasional Big Spenders
CUST-10224,57.0,Male,Portland,48468.23,Silver,Online,5,27,20,1071.55,40.98,4,-0.056337746186507186,-0.3796090023268847,Budget Shoppers
CUST-10686,46.0,Female,Atlanta,94027.53,Basic,Online,13,70,8,1643.36,351.24,1,0.5492022901254104,2.455424173512319,Occasional Big Spenders
CUST-10466,44.0,Female,Denver,88853.68,Gold,Online,47,5,28,5300.64,216.05,2,3.3293147042918765,-0.5745742395334066,High-Value Loyalists
CUST-11036,23.0,Female,New York,55633.29,Basic,Online,4,22,25,815.81,43.56,3,-0.7725394674685626,-1.1717474156161038,Young Digital Shoppers
CUST-10149,50.0,Female,Seattle,35253.34,Silver,Mobile App,36,14,15,437.3,18.72,4,-0.01843410730093925,-1.088686880956741,Budget Shoppers
CUST-10983,18.0,Female,Denver,45219.25,Gold,Mobile App,5,52,2,130.43,69.74,0,-2.228455287787169,0.27251921748567465,New / Low-Engagement
CUST-10286,38.0,Non-Binary,Houston,39733.76,Gold,Online,34,28,8,470.9,24.45,4,-0.6696168742871387,-0.6422301555706951,Budget Shoppers
CUST-10650,57.0,Male,New York,93621.64,Silver,Online,32,40,5,3169.23,288.45,1,1.7807230370236555,1.8190205001163229,Occasional Big Spenders
CUST-11013,29.0,Female,Chicago,47524.7,Silver,Mobile App,23,21,20,862.07,44.31,3,-0.42071871737611916,-1.1645810310088787,Young Digital Shoppers
CUST-10117,46.0,Female,Los Angeles,42295.12,Basic,Online,36,22,14,839.92,34.86,4,0.02933964138054154,-0.8286770945702409,Budget Shoppers
CUST-10140,34.0,Female,Los Angeles,43842.13,Basic,Online,22,33,22,620.91,9.84,3,-0.5473639709605265,-1.1611359830240007,Young Digital Shoppers
CUST-10710,45.0,Male,Miami,75187.88,Basic,Mobile App,29,104,7,3695.29,398.33,1,1.1091746489691723,2.8233586822770596,Occasional Big Spenders
CUST-10287,55.0,Female,Boston,25526.59,Basic,Online,16,37,10,497.66,26.96,4,-0.7981532708331079,-0.24962570300010276,Budget Shoppers
CUST-10503,39.0,Male,Portland,74626.53,Gold,Online,46,17,33,5574.29,111.04,2,2.9019793111742054,-1.3089364967260193,High-Value Loyalists
CUST-10007,34.0,Female,Denver,43996.37,Basic,Online,23,36,14,654.0,27.82,3,-0.7712178354889736,-0.6710421816981896,Young Digital Shoppers
CUST-10078,52.0,Female,Houston,48866.0,Gold,Online,23,6,13,807.6,35.81,4,0.06735740795734495,-0.6997359379078298,Budget Shoppers
CUST-10903,23.0,Male,Seattle,34664.52,Basic,In-Store,5,100,1,83.76,16.2,0,-2.8098012640175405,0.8162537601776639,New / Low-Engagement
CUST-10406,48.0,Male,Boston,113364.04,Gold,Online,43,20,19,3842.43,163.73,2,2.6204329465500993,0.2674995851064322,High-Value Loyalists
CUST-10927,27.0,Female,Phoenix,41535.36,Silver,Online,1,130,3,76.68,72.56,0,-2.7605983506689546,1.6384366093341214,New / Low-Engagement
CUST-10945,33.0,Female,Boston,49536.24,Basic,In-Store,2,72,1,152.63,54.8,0,-2.0681405998420774,0.9195077309996574,New / Low-Engagement
CUST-10053,37.0,Male,Miami,36857.6,Basic,Online,38,3,15,963.69,28.21,4,-0.01757339764679229,-1.4496832859354478,Budget Shoppers
CUST-10948,25.0,Male,Seattle,39027.35,Gold,In-Store,1,83,0,67.89,60.95,0,-2.582747046812132,0.9159118787899688,New / Low-Engagement
CUST-10700,43.0,Female,Portland,111679.99,Silver,Online,32,97,6,2679.13,316.76,1,1.0897635663009673,2.7748381241575912,Occasional Big Spenders
CUST-11021,24.0,Male,Denver,41762.11,Silver,In-Store,15,13,7,716.8,43.85,3,-1.2452069588429555,-0.7465857641622222,Young Digital Shoppers
CUST-10279,45.0,Female,Portland,31618.8,Platinum,Mobile App,1,17,17,720.76,44.9,4,-0.8126853100543346,-0.744407443532995,Budget Shoppers
CUST-10395,54.0,Female,Los Angeles,80666.38,Basic,Mobile App,39,13,30,4612.01,89.21,2,2.789106614964064,-0.9163619206142883,High-Value Loyalists
CUST-10464,48.0,Female,Austin,101698.32,Basic,Online,32,22,28,3358.17,138.47,2,2.294694583048294,-0.24371321706555338,High-Value Loyalists
CUST-10792,40.0,Female,Seattle,54762.85,Basic,Online,1,83,1,134.89,54.05,0,-1.935643550043867,1.2862973317732607,New / Low-Engagement
CUST-10020,35.0,Female,Boston,17834.16,Basic,Online,15,16,11,859.8,37.5,3,-1.1065097480451374,-1.0098785701282238,Young Digital Shoppers
CUST-10190,31.0,Female,Boston,34422.92,Basic,Online,23,28,12,826.04,22.55,3,-0.9322424503175163,-0.8927886079795012,Young Digital Shoppers
CUST-10735,39.0,Female,Boston,139096.57,Basic,Mobile App,35,50,6,2863.54,297.42,1,1.8116784375568382,2.1679522931543036,Occasional Big Spenders
CUST-10309,50.0,Non-Binary,Austin,47693.575,Basic,Online,3,23,12,976.16,38.5,4,-0.5821937253902403,-0.18543988505610073,Budget Shoppers
CUST-11001,31.0,Male,New York,44676.87,Silver,In-Store,13,17,9,622.54,30.75,3,-1.0908345667500159,-0.6541380643175073,Young Digital Shoppers
CUST-10660,21.0,Female,Austin,93115.42,Basic,Mobile App,13,40,4,1268.95,418.59,1,0.012347428795025085,2.0091640219573335,Occasional Big Spenders
CUST-10316,42.0,Male,Denver,42658.43,Gold,Online,26,26,12,684.78,13.89,4,-0.5091372109824198,-0.7090889406301949,Budget Shoppers
CUST-10535,75.0,Female,Austin,47693.575,Basic,Online,55,14,25,5420.08,129.27,2,3.486037881254003,-0.7115115169224161,High-Value Loyalists
CUST-10261,38.0,Female,New York,25723.06,Gold,Online,3,32,19,802.81,14.53,3,-1.1341388235558947,-0.9425095996632092,Young Digital Shoppers
CUST-11100,29.0,Male,Phoenix,39046.88,Basic,Mobile App,20,18,16,549.05,44.19,3,-0.813068572560311,-1.092849419146646,Young Digital Shoppers
CUST-10128,45.0,Female,Miami,36456.38,Basic,Mobile App,27,25,10,990.65,10.1,4,-0.4536236868476452,-0.6804780186140493,Budget Shoppers
CUST-11083,26.0,Female,Houston,22882.41,Basic,In-Store,26,18,13,1559.71,34.58,3,-0.7587638584668541,-1.3043937875708502,Young Digital Shoppers
CUST-10756,31.0,Female,Denver,34933.78,Basic,Mobile App,1,90,2,88.55,39.5,0,-2.5060553452762346,0.8966793535314869,New / Low-Engagement
CUST-10980,33.0,Female,Los Angeles,45723.74,Basic,In-Store,1,127,4,160.92,13.45,0,-2.596775638783037,1.4455302785615314,New / Low-Engagement
CUST-10329,56.0,Female,Atlanta,37008.35,Basic,Mobile App,45,14,12,514.0,21.14,4,0.3018757960606022,-0.9178137899827146,Budget Shoppers
CUST-10831,30.0,Male,Denver,40925.56,Basic,In-Store,1,62,3,141.93,78.73,0,-2.0752212653046818,0.6251397100915722,New / Low-Engagement
CUST-10256,41.0,Male,Boston,44733.14,Silver,Online,29,7,15,652.92,14.17,4,-0.1854207346276896,-1.1789906124272334,Budget Shoppers
CUST-10524,41.0,Female,Phoenix,98129.92,Basic,Mobile App,27,11,30,5710.14,191.45,2,2.9963766700225265,-0.38405985173116985,High-Value Loyalists
CUST-10196,45.0,Male,Houston,54206.91,Basic,Online,40,15,10,582.36,26.31,4,0.06316469825957169,-0.7111946309259132,Budget Shoppers
CUST-10302,42.0,Female,Atlanta,41052.34,Silver,Online,26,33,17,1010.39,21.42,4,-0.2921304884410601,-0.8180729227901412,Budget Shoppers
CUST-10109,23.0,Female,Portland,45167.89,Gold,In-Store,44,45,18,583.49,22.61,3,-0.5416738727371504,-1.1573935320170559,Young Digital Shoppers
CUST-10135,34.0,Male,Denver,40027.9,Silver,Online,4,23,17,423.8,23.28,3,-1.133236465494467,-0.8655623377753882,Young Digital Shoppers
CUST-10014,30.0,Female,Miami,50109.93,Silver,Online,38,18,16,805.79,23.58,3,-0.19373395746819672,-1.2396816564459372,Young Digital Shoppers
CUST-10873,31.0,Female,Phoenix,60739.37,Silver,Online,4,114,2,189.76,75.04,0,-2.1948981767655997,1.7049045856085858,New / Low-Engagement
CUST-10843,25.0,Male,Atlanta,43973.67,Gold,In-Store,1,103,0,153.84,92.92,0,-2.5857738233345287,1.4304664094996469,New / Low-Engagement
CUST-10042,21.0,Male,Austin,43364.17,Silver,Online,20,19,14,615.5,17.75,3,-1.0937083765348916,-1.1815612590355633,Young Digital Shoppers
CUST-10659,41.0,Male,Los Angeles,78297.71,Silver,In-Store,25,87,2,1462.55,232.55,1,-0.19939546502089422,2.087741884122381,Occasional Big Spenders
CUST-10807,29.0,Male,New York,57420.34,Basic,Online,1,102,0,59.79,69.37,0,-2.384044211206953,1.5435849006906182,New / Low-Engagement
CUST-10657,53.0,Male,Denver,162091.38,Silver,In-Store,33,72,2,1659.18,275.04,1,1.6681304575187101,3.1462290969434306,Occasional Big Spenders
CUST-10956,46.0,Female,New York,34868.28,Gold,In-Store,2,69,4,154.61,47.2,0,-1.790061875734725,0.746866064014548,New / Low-Engagement
CUST-10063,40.0,Female,Portland,49051.7,Basic,Mobile App,38,15,10,405.13,24.44,4,-0.2464037723282855,-0.8442473114307752,Budget Shoppers
CUST-10422,42.0,Male,Phoenix,90588.06,Basic,Online,58,8,19,3971.45,139.03,2,2.6005902016000517,-0.5789399694750476,High-Value Loyalists
CUST-10077,35.0,Female,Denver,30017.65,Silver,Mobile App,10,15,17,993.48,20.12,3,-0.8488486349961942,-1.1769677614106946,Young Digital Shoppers
CUST-10534,48.0,Female,Austin,114486.99,Gold,Online,53,9,18,4127.57,113.8,2,2.89960942721703,-0.17564882295402448,High-Value Loyalists
CUST-10508,51.0,Male,Atlanta,95814.59,Silver,Online,31,11,29,4224.94,172.84,2,2.769070041769116,-0.323677621939789,High-Value Loyalists
CUST-10056,55.0,Female,New York,41607.34,Basic,In-Store,24,4,12,417.6,39.62,4,-0.05594068292333091,-0.716654490159744,Budget Shoppers
CUST-10153,51.0,Female,Atlanta,38314.45,Silver,Mobile App,26,51,14,655.04,28.21,4,-0.43860492438140053,-0.24046176089911345,Budget Shoppers
CUST-11092,24.0,Female,Phoenix,27325.07,Gold,Online,1,7,16,813.17,27.62,3,-1.3976393379043415,-1.3431046986077582,Young Digital Shoppers
CUST-10411,41.0,Male,Miami,76391.57,Basic,Online,58,6,43,3205.33,170.88,2,3.0662482151931667,-1.7908351110249288,High-Value Loyalists
CUST-10958,26.0,Female,Phoenix,38386.99,Silver,Online,3,76,2,0.0,35.24,0,-2.4717900506783574,0.5869766440810572,New / Low-Engagement
CUST-10608,46.0,Female,New York,102041.58,Silver,Mobile App,28,57,5,2740.87,469.45,1,1.640938312779352,2.8176691027558474,Occasional Big Spenders
CUST-10348,43.0,Male,Portland,104342.71,Basic,Online,53,16,27,5190.09,89.5,2,3.175373215794557,-0.7935828841951812,High-Value Loyalists
CUST-10879,30.0,Female,Atlanta,59195.24,Basic,Mobile App,10,99,0,138.37,73.21,0,-2.065955021036289,1.446098017010985,New / Low-Engagement
CUST-10865,38.0,Male,Boston,52791.67,Basic,Online,1,40,2,55.54,21.3,0,-1.7193399019470204,0.35598761951098473,New / Low-Engagement
CUST-10353,33.0,Male,Chicago,72726.82,Platinum,Online,51,15,24,3257.72,123.57,2,1.8122642052904996,-1.0574089870860723,High-Value Loyalists
CUST-10372,48.0,Female,New York,106719.13,Gold,Online,42,13,32,4032.89,135.16,2,3.0163506306934935,-0.642948542577701,High-Value Loyalists
CUST-10814,42.0,Female,New York,27672.59,Basic,In-Store,4,115,1,83.4,68.57,0,-2.4098629760546424,1.5336038203095037,New / Low-Engagement
CUST-10228,30.0,Female,Boston,38193.44,Basic,Online,17,24,16,857.4,31.17,3,-0.8474921740167826,-1.0096767995139961,Young Digital Shoppers
CUST-10285,42.0,Male,Portland,34006.65,Silver,Online,42,43,2,379.58,26.35,4,-0.8085813828960028,-0.20655358611623587,Budget Shoppers
CUST-11143,28.0,Male,Seattle,40391.61,Silver,Mobile App,17,13,14,590.97,47.78,3,-0.8972802546232654,-1.0295072783094124,Young Digital Shoppers
CUST-10591,50.0,Male,Phoenix,122691.35,Gold,In-Store,13,59,6,1274.55,344.39,1,0.9099650067650749,2.7551897172986464,Occasional Big Spenders
CUST-11155,22.0,Male,Phoenix,38868.93,Gold,Online,14,13,20,788.16,42.85,3,-0.8887610843773315,-1.4179224338100866,Young Digital Shoppers
CUST-10274,35.0,Non-Binary,New York,26747.11,Basic,Online,1,30,21,618.53,30.32,3,-1.1853259744494646,-1.0177111434306163,Young Digital Shoppers
CUST-10712,50.0,Female,Boston,82116.09,Silver,In-Store,49,12,1,2805.36,320.48,1,1.8941086565373286,1.2394926237829618,Occasional Big Spenders
CUST-10172,53.0,Male,New York,34491.76,Gold,Mobile App,29,27,10,1036.36,25.19,4,-0.18169635864443356,-0.4932009095276835,Budget Shoppers
CUST-10741,34.0,Non-Binary,Miami,48523.0,Gold,Mobile App,8,54,2,64.93,54.96,0,-1.756096637742348,0.5212534524242612,New / Low-Engagement
CUST-10810,30.0,Female,Chicago,48387.49,Silver,Online,6,68,0,70.82,48.34,0,-2.1141292340071485,0.7629067697697539,New / Low-Engagement
CUST-10089,62.0,Male,Austin,31312.54,Silver,In-Store,19,16,22,1395.49,39.85,4,0.450365067321339,-0.9346049038461335,Budget Shoppers
CUST-11011,32.0,Male,Austin,33520.69,Platinum,Online,12,6,27,1089.47,34.34,3,-0.3523629243724182,-1.761720814459405,Young Digital Shoppers
CUST-10185,54.0,Female,Houston,20087.79,Gold,Online,19,48,7,434.47,25.63,4,-1.0456481101513768,-0.05657495011934845,Budget Shoppers
CUST-10276,56.0,Female,New York,40219.75,Silver,Online,42,26,11,452.21,30.36,4,0.13869731152485115,-0.5671741520084751,Budget Shoppers
CUST-10774,29.0,Female,Atlanta,48479.83,Basic,Mobile App,7,83,3,44.52,63.74,0,-2.112365021597732,0.8990840918688789,New / Low-Engagement
CUST-10751,34.0,Female,Atlanta,58895.25,Basic,Online,5,108,2,193.12,58.53,0,-2.1008941829591703,1.5568569166623225,New / Low-Engagement
CUST-10105,44.0,Male,Austin,35320.5,Platinum,In-Store,36,20,2,562.33,18.03,4,-0.6419090801487127,-0.4880979655888731,Budget Shoppers
CUST-10739,49.0,Female,Boston,104881.31,Silver,Mobile App,21,72,5,2853.3,356.78,1,1.239785310668811,2.7442458799081444,Occasional Big Spenders
CUST-10984,26.0,Female,Austin,39682.32,Basic,Online,2,129,1,48.22,37.04,0,-2.9420245932047524,1.5138702907087915,New / Low-Engagement
CUST-10384,40.0,Female,New York,90419.85,Basic,Online,37,0,20,5126.07,62.16,2,2.354483882630525,-0.868975727329561,High-Value Loyalists
CUST-11078,24.0,Male,Denver,43803.07,Basic,Online,16,10,10,1256.97,24.38,3,-0.9371492031464405,-1.0034719441158837,Young Digital Shoppers
CUST-10874,30.0,Female,New York,46149.88,Gold,In-Store,9,84,1,113.16,65.35,0,-2.120093547060878,0.9820243619001127,New / Low-Engagement
CUST-10949,21.0,Female,Los Angeles,58722.32,Basic,Online,9,85,3,128.21,38.96,0,-2.201111154730165,0.7872243491672658,New / Low-Engagement
CUST-10638,34.0,Male,Houston,143976.04,Basic,In-Store,21,70,2,2274.93,406.75,1,1.1729266369082916,3.27349254105595,Occasional Big Spenders
CUST-11195,28.0,Female,Los Angeles,40261.37,Gold,Mobile App,7,8,24,899.32,14.87,3,-0.7195119956086536,-1.602726190370523,Young Digital Shoppers
CUST-10238,54.0,Female,Portland,37293.97,Platinum,Mobile App,31,67,11,922.64,36.75,4,-0.38652202311781664,0.1739456303934559,Budget Shoppers
CUST-10576,59.0,Female,Houston,89656.41,Platinum,Mobile App,53,67,5,786.34,360.41,1,1.436740586471005,2.290444509915125,Occasional Big Spenders
CUST-10445,45.0,Male,Seattle,112543.04,Basic,Online,39,2,18,3908.63,169.85,2,2.5898576794128334,0.038821355981413584,High-Value Loyalists
CUST-10656,44.0,Female,Atlanta,93499.72,Gold,Online,1,37,6,3385.06,467.45,1,1.261882339083473,2.623185147352695,Occasional Big Spenders
CUST-10271,40.0,Female,Austin,35603.62,Silver,Online,17,40,20,640.99,32.08,4,-0.6745092374954202,-0.7979561018989201,Budget Shoppers
CUST-10463,42.0,Female,Atlanta,77915.25,Basic,In-Store,86,3,23,4688.83,177.78,2,3.5933235946025635,-1.156200912974677,High-Value Loyalists
CUST-10685,44.0,Female,Seattle,106717.31,Silver,Online,27,35,6,1699.73,290.2,1,1.0817903944163536,1.6858186688299268,Occasional Big Spenders
CUST-11192,26.0,Male,Austin,32767.32,Platinum,In-Store,12,25,27,1151.85,16.45,3,-0.7076020509809233,-1.6471012420555955,Young Digital Shoppers
CUST-10519,34.0,Female,Boston,76810.63,Silver,Online,63,12,19,3675.56,148.98,2,2.2174907227636367,-0.8345255954420477,High-Value Loyalists
CUST-10746,51.0,Female,New York,34381.52,Silver,Online,3,85,3,134.28,53.25,0,-1.7998943796449933,1.1431982842642407,New / Low-Engagement
CUST-11059,23.0,Female,Chicago,38519.1,Silver,Online,14,15,27,1003.97,47.03,3,-0.5607419466565389,-1.6828673200080047,Young Digital Shoppers
CUST-10612,64.0,Male,Boston,147487.38,Basic,Online,36,65,9,2146.72,429.9,1,2.6761974055645115,3.3474311733053335,Occasional Big Spenders
CUST-10868,38.0,Male,Austin,33942.47,Gold,Mobile App,10,56,4,70.49,29.56,0,-1.7925943820087653,0.22225850363310642,New / Low-Engagement
CUST-10575,42.0,Male,Denver,93671.52,Gold,Online,14,61,4,2094.02,392.89,1,0.6421399909158959,2.59385994353699,Occasional Big Spenders
CUST-10904,24.0,Male,Houston,33070.81,Platinum,Online,8,78,2,118.93,27.86,0,-2.4735698705550773,0.4316161205902164,New / Low-Engagement
CUST-10828,18.0,Male,Los Angeles,51709.15,Gold,Online,2,59,2,163.32,57.1,0,-2.293832077819002,0.44293665054711173,New / Low-Engagement
CUST-10195,38.0,Male,Atlanta,60110.04,Platinum,In-Store,69,27,6,579.51,42.72,4,0.4174635199567766,-0.6496671713717294,Budget Shoppers
CUST-10005,37.0,Female,New York,45647.96,Gold,Mobile App,31,12,13,349.76,27.09,4,-0.4156657142864574,-1.0326310237102774,Budget Shoppers
CUST-10179,58.0,Male,Los Angeles,24288.23,Gold,Mobile App,9,32,19,559.31,29.85,4,-0.5139384487285388,-0.6207768469561002,Budget Shoppers
CUST-10062,40.0,Male,Miami,43049.49,Silver,Mobile App,36,25,14,768.22,22.36,4,-0.20210452557348735,-0.928615809236047,Budget Shoppers
CUST-10240,47.0,Female,Austin,35072.04,Platinum,In-Store,37,29,13,650.66,19.52,4,-0.20391480390524738,-0.8170035381424033,Budget Shoppers
CUST-10574,52.0,Male,Seattle,146905.67,Platinum,Online,35,78,6,2653.62,227.14,1,1.7921926180761505,2.6314209293165858,Occasional Big Spenders
CUST-10098,41.0,Male,Denver,39375.13,Gold,Online,15,26,13,769.81,25.41,4,-0.7431863259930424,-0.6351103162828455,Budget Shoppers
CUST-10522,56.0,Male,Boston,82605.07,Silver,Mobile App,34,7,20,4481.24,70.16,2,2.3695533850816455,-0.5086620352256397,High-Value Loyalists
CUST-10158,22.0,Female,Phoenix,43925.08,Basic,In-Store,36,22,10,884.45,31.9,3,-0.7319311798017357,-1.0471192393415034,Young Digital Shoppers
CUST-11110,28.0,Female,Portland,42855.9,Gold,Mobile App,19,8,20,1070.87,48.08,3,-0.41286552690915324,-1.3815803305685983,Young Digital Shoppers
CUST-10863,19.0,Female,Austin,59725.53,Silver,Online,1,99,2,111.43,49.88,0,-2.5606530336586255,1.1744908432106291,New / Low-Engagement
CUST-10485,54.0,Male,Atlanta,104789.41,Basic,Online,65,7,40,4777.47,98.3,2,4.1698237814905275,-1.4558736270139931,High-Value Loyalists
CUST-10693,48.0,Male,Miami,88376.03,Silver,In-Store,45,72,9,2401.88,319.15,1,1.4610396766128093,1.9007158070764243,Occasional Big Spenders
CUST-10401,50.0,Female,Austin,88756.04,Silver,Mobile App,51,8,25,6259.99,96.1,2,3.48303431326983,-0.8381634097722829,High-Value Loyalists
CUST-11062,18.0,Male,Seattle,34415.49,Silver,Online,6,23,12,1057.02,35.19,3,-1.5312078078942681,-0.9438943069728044,Young Digital Shoppers
CUST-10946,39.0,Male,Denver,38321.98,Gold,Mobile App,4,80,3,249.02,31.71,0,-2.023390786078868,0.8010315009226437,New / Low-Engagement
CUST-10248,32.0,Female,Seattle,15000.0,Silver,In-Store,40,31,19,751.29,31.12,4,-0.5458147844505803,-1.5501065716994484,Budget Shoppers
CUST-11174,27.0,Male,Phoenix,47099.97,Basic,Online,23,7,29,877.45,36.1,3,-0.06479997847966668,-1.88447915463597,Young Digital Shoppers
CUST-10724,49.0,Female,Denver,127536.37,Platinum,Mobile App,29,0,6,2144.17,460.35,1,2.3713754151457653,2.166142275480821,Occasional Big Spenders
CUST-10596,49.0,Male,Phoenix,120795.26,Silver,Mobile App,6,110,5,2547.85,381.44,1,0.7318988050663761,3.819055207923105,Occasional Big Spenders
CUST-10691,45.0,Female,Seattle,133020.3,Basic,Online,10,51,2,3321.24,337.27,1,1.4146221269192478,2.8644670484843933,Occasional Big Spenders
CUST-10447,32.0,Male,Phoenix,105001.38,Basic,In-Store,57,6,19,1402.93,95.06,2,1.5668373476306803,-0.7951376741056326,High-Value Loyalists
CUST-10580,39.0,Female,Portland,101844.16,Basic,Online,27,25,5,824.98,310.51,1,0.6976619320308988,1.512432623822912,Occasional Big Spenders
CUST-11117,20.0,Female,Seattle,39295.57,Silver,Online,7,13,4,824.84,46.14,3,-1.633519514924469,-0.6009709165271038,Young Digital Shoppers
CUST-10778,22.0,Male,Austin,58729.26,Gold,In-Store,2,75,3,71.42,63.05,0,-2.2128203616966204,0.82899110343801,New / Low-Engagement
CUST-10789,32.0,Male,Denver,53713.03,Gold,Online,9,77,3,206.02,72.99,0,-1.7929304827118204,0.9343682467054099,New / Low-Engagement
CUST-10924,27.0,Female,Austin,38399.72,Basic,In-Store,10,73,2,168.06,45.43,0,-2.1782949840877586,0.5190481409220895,New / Low-Engagement
CUST-10157,45.0,Male,Boston,30294.05,Gold,Online,14,13,18,507.85,42.21,4,-0.5357266313882116,-1.0344325347401553,Budget Shoppers
CUST-10469,48.0,Male,Austin,95964.06,Gold,Online,41,13,25,4832.08,195.39,2,3.0165400942126164,-0.17217484791889942,High-Value Loyalists
CUST-10603,51.0,Non-Binary,Miami,146026.59,Silver,Online,11,61,4,1328.13,348.25,1,1.1279037451757306,3.217198322460451,Occasional Big Spenders
CUST-10777,34.0,Male,Austin,47330.47,Silver,Online,6,52,2,174.13,54.14,0,-1.7670285672130486,0.4952591697143882,New / Low-Engagement
CUST-11114,18.0,Female,Houston,54077.5,Platinum,In-Store,17,21,22,848.61,38.54,3,-0.7235309386251982,-1.3241883573897004,Young Digital Shoppers
